source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,astrometric_chi2_al,astrometric_n_good_obs_al,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,radial_velocity,radial_velocity_error,abs_g_mag
145325548516513280,65.84350110378152,0.0441630116884537,21.37893467308491,0.0239246792153957,19.881260716176914,0.0461976483056707,430.35223,99.53931451913172,0.1242173385629539,-37.977624058394966,0.0748759447623627,0.0,0.0,10,504.17578,262,8.639102,9.035269,8.116479,0.91878986,2114.5115,683.8933,854.81085,1.1984279,38.65632569060954,0.2494420702048218,5.1313216027005115
3307645131734449408,66.72688873527062,0.0329694908695562,13.138105412501822,0.0188776163495563,20.779336454718795,0.0365422365589466,568.63885,104.47952004181312,0.07677360700637,-16.58412644208077,0.0501285064323491,0.0,0.0,12,444.32983,282,10.083732,10.737777,9.348179,1.3895979,1621.7903,514.0312,714.7117,1.2401819,39.82296701142941,0.350858907908494,6.671890375717151
49005581144118784,64.74207749187468,0.0511534612415531,19.9065439120542,0.0265111562815093,21.261970037967217,0.0535487790434207,397.05798,112.93837099506229,0.098914328238194,-36.62517868500685,0.0820505820276923,0.0,0.0,10,501.52545,336,8.414933,8.805397,7.8986874,0.9067097,3115.0378,736.9515,759.7681,1.1970711,38.490018749027314,0.2559087599868699,5.052950509069069
3307528033746225664,68.44479677156822,0.0402983943132289,13.251809373640205,0.0217787857886367,21.693701830170195,0.0465207820527257,466.3228,102.76103066113878,0.0920057628123947,-17.744229823260138,0.0571256310290391,0.0440269089697042,1.069803050082703,13,895.59814,316,6.5009675,6.744291,6.1633453,0.5809455,4801.3643,698.4671,678.8349,1.1673696,,,3.182635833431915
3311148828615843328,65.88520823022283,0.0560079266576767,14.670400927721095,0.0287784885721977,21.46517726493156,0.0628803606173286,341.36536,109.35191271212835,0.1830430160693741,-17.980701291779575,0.0810548651269315,0.0,0.0,8,202.81361,147,8.877489,9.3283205,8.30462,1.0237007,1605.3861,423.59326,502.243,1.206088,39.31727655729007,0.2609604600760948,5.536161396726655
3312960205303089664,67.48274178738423,0.0433575770521098,16.913916124845805,0.022298986120371,22.821325099326067,0.0481851680939278,473.61722,109.8690352820996,0.0924068891681171,-31.087505230735218,0.0636013419817363,0.0,0.0,12,661.2838,258,11.971117,13.125028,10.92852,2.1965075,1211.3787,338.08963,348.2139,1.366217,39.38302864150298,0.6655767406310671,8.76282128862691
3312197934506930944,63.89090542824412,0.0594218819843656,15.706167134953644,0.0289982278855497,21.94141648546758,0.0689663457992422,318.14673,120.3339180357834,0.1084531968709178,-23.346712343940148,0.0748580878132837,0.0,0.0,9,165.78488,170,10.431786,11.190613,9.615364,1.5752487,2724.1208,827.6933,1018.67285,1.2681128,38.49116709203465,0.6371498445682483,7.138109305793469
3314581984953794816,67.25473728759233,0.0499956625326579,18.673545284966675,0.0226537169414946,23.136755473161013,0.0516174675745041,448.235,113.61559450626164,0.1103446673226336,-35.994926541356534,0.066553416649802,0.0,1.783336657405694e-15,12,750.724,255,12.2739725,13.557779,11.159295,2.3984842,653.8647,125.99969,254.28563,1.4140464,,,9.095484783256396
53942250914697472,62.15144047243111,0.0617862287098997,23.768424735711847,0.0293814571127924,21.04548296917407,0.0550134473049348,382.5516,119.62857325726392,0.1506440835622847,-43.26938475117954,0.0946897972410595,0.0,0.0,8,207.09076,129,9.189675,9.671883,8.580086,1.0917969,1311.3915,402.78677,513.3371,1.2171382,36.04557053062061,0.6162705103233943,5.8054694837393885
3312520946111619072,67.30192161988296,0.0418513388114478,15.273807236012471,0.0204051527521648,21.33234254262895,0.0482695270428572,441.94223,103.43801189955826,0.1002645088880188,-22.139758023432496,0.0573646257854635,0.0,0.4490294185249597,13,805.05505,303,11.552275,12.558351,10.5933895,1.964961,1283.2529,646.74567,857.75507,1.3205837,,,8.197467743603598
